streetNumber,streetName,streetType,suburb,postcode,state,geoLocation,Lat,,Lng,propertyType,bedrooms,bathrooms,carspaces,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,price,unitNumber,second_ID,canonicalUrl,areaSize,photos,LGA,lga_desc,lga_ID,"Post
Code",Municipality,MunicipalityCode,RegionName,"Region
Code","Property
Count"
31A,Purtell,St,Bentleigh East,3165,Vic,{'latitude':,-37.9256208,'longitude':,145.053226,Townhouse,3,2,2,AUSP,Buxton Bentleigh,2017650040,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/31a-purtell-street-bentleigh-east-vic-3165-2017650040,1700000,,UF-3030-IA,https://www.domain.com.au/property-profile/31a-purtell-street-bentleigh-east-vic-3165,314,https://bucket-api.domain.com.au/v1/bucket/image/2017650040_1_1_220309_033011-w1600-h1067,Glen Eira (C),Glen Eira (C),23,3249,Colac Otway Shire Council,51501,Western Victoria,8,64
3,Sherlowe,Ct,Bentleigh East,3165,Vic,{'latitude':,-37.925513,'longitude':,145.071727,House,3,1,2,AUSP,Buxton Bentleigh,2017652410,3811,Buxton Real Estate Bentleigh,https://www.domain.com.au/real-estate-agencies/buxtonrealestatebentleigh-3811,https://www.domain.com.au/3-sherlowe-court-bentleigh-east-vic-3165-2017652410,1270000,,QO-7358-BT,https://www.domain.com.au/property-profile/3-sherlowe-court-bentleigh-east-vic-3165,610,https://bucket-api.domain.com.au/v1/bucket/image/2017652410_1_1_220309_112200-w1600-h1067,Glen Eira (C),Glen Eira (C),23,3371,Central Goldfields Shire Council,56303,Western Victoria,8,42
59,Victor,Rd,Bentleigh East,3165,Vic,{'latitude':,-37.928083,'longitude':,145.078487,House,5,4,3,AUSD,Crown Property Group Vic,2017657398,33843,Crown Property Group Vic,https://www.domain.com.au/real-estate-agencies/crownpropertygroupvic-33843,https://www.domain.com.au/59-victor-road-bentleigh-east-vic-3165-2017657398,2305000,,UG-4981-RF,https://www.domain.com.au/property-profile/59-victor-road-bentleigh-east-vic-3165,701,https://bucket-api.domain.com.au/v1/bucket/image/2017657398_1_1_220311_040519-w2000-h1500,Glen Eira (C),Glen Eira (C),23,3825,Baw Baw Shire Council,53502,Eastern Victoria,2,2
14,Clendon,St,Berwick,3806,Vic,{'latitude':,-38.063266,'longitude':,145.349893,House,4,2,4,AUSP,RW Dandenong,2017646371,8878,Ray White Dandenong,https://www.domain.com.au/real-estate-agencies/raywhitedandenong-8878,https://www.domain.com.au/14-clendon-street-berwick-vic-3806-2017646371,1020000,,BN-4806-QB,https://www.domain.com.au/property-profile/14-clendon-street-berwick-vic-3806,578,https://bucket-api.domain.com.au/v1/bucket/image/2017646371_1_1_220308_102213-w1920-h1280,Casey (C),Casey (C),26,3468,Pyrenees Shire Council,51901,Western Victoria,8,16
145,High,St,Berwick,3806,Vic,{'latitude':,-38.0360604,'longitude':,145.3550263,House,4,2,2,AUSD,Ray White Berwick,2017623330,31114,Ray White Berwick,https://www.domain.com.au/real-estate-agencies/raywhiteberwick-31114,https://www.domain.com.au/145-high-street-berwick-vic-3806-2017623330,1355002,,FM-4375-RS,https://www.domain.com.au/property-profile/145-high-street-berwick-vic-3806,1012,https://bucket-api.domain.com.au/v1/bucket/image/15123404_1_1_220224_115224-w1920-h1280,Casey (C),Casey (C),26,3468,Pyrenees Shire Council,51903,Western Victoria,8,110
4,Kenny,Ct,Berwick,3806,Vic,{'latitude':,-38.042911,'longitude':,145.361228,House,4,2,2,AUSD,Peake Real Estate,2017650321,8709,Peake Real Estate,https://www.domain.com.au/real-estate-agencies/peakerealestate-8709,https://www.domain.com.au/4-kenny-court-berwick-vic-3806-2017650321,915000,,GW-5603-ZD,https://www.domain.com.au/property-profile/4-kenny-court-berwick-vic-3806,748,https://bucket-api.domain.com.au/v1/bucket/image/2017650321_1_1_220309_040720-w1950-h1300,Casey (C),Casey (C),26,3468,Pyrenees Shire Council,51904,Western Victoria,8,9
6,Nangwarry,Ct,Berwick,3806,Vic,{'latitude':,-38.020067,'longitude':,145.323547,House,5,2,2,AUSP,Barry Plant Berwick,2017651765,17479,Barry Plant Berwick ( Sales ),https://www.domain.com.au/real-estate-agencies/barryplantberwicksales-17479,https://www.domain.com.au/6-nangwarry-court-berwick-vic-3806-2017651765,890000,,SQ-1688-SO,https://www.domain.com.au/property-profile/6-nangwarry-court-berwick-vic-3806,615,https://bucket-api.domain.com.au/v1/bucket/image/2017651765_13_1_220309_080031-w2048-h1365,Casey (C),Casey (C),26,3213,Golden Plains Shire Council,50501,Western Victoria,8,25
4,Maryn,Cl,Berwick,3806,Vic,{'latitude':,-38.027343,'longitude':,145.331413,House,4,2,2,PTSD,Barry Plant Berwick,2017567392,17479,Barry Plant Berwick ( Sales ),https://www.domain.com.au/real-estate-agencies/barryplantberwicksales-17479,https://www.domain.com.au/4-maryn-close-berwick-vic-3806-2017567392,830000,,NB-8251-BE,https://www.domain.com.au/property-profile/4-maryn-close-berwick-vic-3806,565,https://bucket-api.domain.com.au/v1/bucket/image/2017567392_1_1_220202_103907-w2048-h1365,Casey (C),Casey (C),26,3213,Greater Geelong City Council,50604,Western Victoria,8,276
1,College,Gr,Black Rock,3193,Vic,{'latitude':,-37.97532,'longitude':,145.019056,Townhouse,3,2,4,AUSD,Buxton Sandringham,2017651602,3935,Buxton Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/buxtonrealestatesandringham-3935,https://www.domain.com.au/1-1-college-grove-black-rock-vic-3193-2017651602,1450000,1,SS-3846-DX,https://www.domain.com.au/property-profile/1-college-grove-black-rock-vic-3193,673,0,Bayside (C),Bayside (C),30,3715,Mansfield Shire Council,58001,Northern Victoria,4,42
12,Duckham,St,Blackburn,3130,Vic,{'latitude':,-37.8291262,'longitude':,145.1382248,Unit,2,1,1,AUSD,Woodards Blackburn,2017638661,3599,Woodards Blackburn,https://www.domain.com.au/real-estate-agencies/woodardsblackburn-3599,https://www.domain.com.au/2-12-duckham-street-blackburn-vic-3130-2017638661,865000,2,AM-9596-OA,https://www.domain.com.au/property-profile/12-duckham-street-blackburn-vic-3130,311,0,Whitehorse (C),Whitehorse (C),20,3995,Bass Coast Shire Council,53403,Eastern Victoria,2,13
26,Esdale,St,Blackburn,3130,Vic,{'latitude':,-37.8130544,'longitude':,145.1649036,House,3,2,4,AUSD,Noel Jones Blackburn,2012152161,246,Noel Jones Blackburn,https://www.domain.com.au/real-estate-agencies/noeljonesblackburn-246,https://www.domain.com.au/26-esdale-street-blackburn-vic-3130-2012152161,1580000,,IC-0403-FA,https://www.domain.com.au/property-profile/26-esdale-street-blackburn-vic-3130,732,https://bucket-api.domain.com.au/v1/bucket/image/2012152161_1_1_220306_110126-w2000-h1330,Whitehorse (C),Whitehorse (C),20,3898,East Gippsland Shire Council,53601,Eastern Victoria,2,11
10,Francis,St,Blackburn,3130,Vic,{'latitude':,-37.8139538,'longitude':,145.1549805,House,3,2,2,AUSD,Fletchers Blackburn,2017643172,20482,Fletchers Blackburn,https://www.domain.com.au/real-estate-agencies/fletchersblackburn-20482,https://www.domain.com.au/10-francis-street-blackburn-vic-3130-2017643172,1400000,,TR-5912-UD,https://www.domain.com.au/property-profile/10-francis-street-blackburn-vic-3130,640,https://bucket-api.domain.com.au/v1/bucket/image/2017643172_1_1_220307_020419-w1600-h1067,Whitehorse (C),Whitehorse (C),20,3230,Surf Coast Shire Council,50101,Western Victoria,8,2176
12,Francis,St,Blackburn,3130,Vic,{'latitude':,-37.8141365,'longitude':,145.1549805,House,3,2,2,AUSP,Jellis Craig Whitehorse,2017644600,20157,Jellis Craig Whitehorse,https://www.domain.com.au/real-estate-agencies/jelliscraigwhitehorse-20157,https://www.domain.com.au/12-francis-street-blackburn-vic-3130-2017644600,1751000,,DL-0378-AK,https://www.domain.com.au/property-profile/12-francis-street-blackburn-vic-3130,640,https://bucket-api.domain.com.au/v1/bucket/image/2017644600_1_1_220307_063113-w1600-h1067,Whitehorse (C),Whitehorse (C),20,3549,Swan Hill Rural City Council,57001,Northern Victoria,4,19
4,Musk,St,Blackburn,3130,Vic,{'latitude':,-37.8171128,'longitude':,145.1596151,House,4,2,2,AUSP,Jellis Craig Whitehorse,2017648702,20157,Jellis Craig Whitehorse,https://www.domain.com.au/real-estate-agencies/jelliscraigwhitehorse-20157,https://www.domain.com.au/4-musk-street-blackburn-vic-3130-2017648702,1700000,,YR-2867-PZ,https://www.domain.com.au/property-profile/4-musk-street-blackburn-vic-3130,697,https://bucket-api.domain.com.au/v1/bucket/image/2017648702_1_1_220308_114015-w1600-h1067,Whitehorse (C),Whitehorse (C),20,3414,Hindmarsh Shire Council,57301,Western Victoria,8,11
40,Pakenham,St,Blackburn,3130,Vic,{'latitude':,-37.827404,'longitude':,145.140285,House,5,3,2,AUSP,Jellis Craig Whitehorse,2017642510,20157,Jellis Craig Whitehorse,https://www.domain.com.au/real-estate-agencies/jelliscraigwhitehorse-20157,https://www.domain.com.au/40-pakenham-street-blackburn-vic-3130-2017642510,1825000,,NO-7837-SD,https://www.domain.com.au/property-profile/40-pakenham-street-blackburn-vic-3130,650,https://bucket-api.domain.com.au/v1/bucket/image/2017642510_1_1_220306_113742-w1600-h1067,Whitehorse (C),Whitehorse (C),20,3414,Hindmarsh Shire Council,57302,Western Victoria,8,18
15,Bindy,St,Blackburn South,3130,Vic,{'latitude':,-37.8399962,'longitude':,145.157654,House,3,1,1,AUSD,Noel Jones Blackburn,2017642303,246,Noel Jones Blackburn,https://www.domain.com.au/real-estate-agencies/noeljonesblackburn-246,https://www.domain.com.au/15-bindy-street-blackburn-south-vic-3130-2017642303,1276000,,FD-3362-KW,https://www.domain.com.au/property-profile/15-bindy-street-blackburn-south-vic-3130,611,https://bucket-api.domain.com.au/v1/bucket/image/2017642303_1_1_220306_104145-w2000-h1330,Whitehorse (C),Whitehorse (C),20,3233,Colac Otway Shire Council,51501,Western Victoria,8,1272
162,Blackburn,Rd,Blackburn South,3130,Vic,{'latitude':,-37.836049,'longitude':,145.155908,Townhouse,4,2,2,AUSD,Jellis Craig Whitehorse,2017644260,20157,Jellis Craig Whitehorse,https://www.domain.com.au/real-estate-agencies/jelliscraigwhitehorse-20157,https://www.domain.com.au/1-162-blackburn-road-blackburn-south-vic-3130-2017644260,953000,1,PO-9836-HL,https://www.domain.com.au/property-profile/162-blackburn-road-blackburn-south-vic-3130,1123,0,Whitehorse (C),Whitehorse (C),20,3579,Gannawarra Shire Council,57201,Northern Victoria,4,9
171,Blackburn,Rd,Blackburn South,3130,Vic,{'latitude':,-37.836067,'longitude':,145.1564395,House,3,2,2,AUSD,Woodards Blackburn,2017653085,3599,Woodards Blackburn,https://www.domain.com.au/real-estate-agencies/woodardsblackburn-3599,https://www.domain.com.au/171-blackburn-road-blackburn-south-vic-3130-2017653085,1101000,,XR-5133-ER,https://www.domain.com.au/property-profile/171-blackburn-road-blackburn-south-vic-3130,273,https://bucket-api.domain.com.au/v1/bucket/image/2017653085_1_1_220310_012235-w1600-h1066,Whitehorse (C),Whitehorse (C),20,3579,Gannawarra Shire Council,57201,Northern Victoria,4,2
121,Holland,Rd,Blackburn South,3130,Vic,{'latitude':,-37.84366,'longitude':,145.150716,Unit,2,1,1,AUSD,RW Burwood,2017641934,3576,Ray White Burwood,https://www.domain.com.au/real-estate-agencies/raywhiteburwood-3576,https://www.domain.com.au/2-121-holland-road-blackburn-south-vic-3130-2017641934,730000,2,TL-4098-OE,https://www.domain.com.au/property-profile/121-holland-road-blackburn-south-vic-3130,107,0,Whitehorse (C),Whitehorse (C),20,3579,Gannawarra Shire Council,57203,Northern Victoria,4,5
13,Coast Banksia,Dr,Bonbeach,3196,Vic,{'latitude':,-38.0662051,'longitude':,145.1242992,House,5,2,3,AUSD,Buxton Chelsea,2017645791,4316,Buxton Chelsea,https://www.domain.com.au/real-estate-agencies/buxtonchelsea-4316,https://www.domain.com.au/13-coast-banksia-drive-bonbeach-vic-3196-2017645791,2310000,,KX-6438-UH,https://www.domain.com.au/property-profile/13-coast-banksia-drive-bonbeach-vic-3196,594,https://bucket-api.domain.com.au/v1/bucket/image/2017645791_1_1_220308_010204-w1600-h1067,Kingston (C),Kingston (C),28,3579,Loddon Shire Council,56501,Northern Victoria,4,14
559,Nepean,Hwy,Bonbeach,3196,Vic,{'latitude':,-38.0649686,'longitude':,145.1195247,House,4,2,2,AUSD,Buxton Chelsea,2017656531,4316,Buxton Chelsea,https://www.domain.com.au/real-estate-agencies/buxtonchelsea-4316,https://www.domain.com.au/559-nepean-highway-bonbeach-vic-3196-2017656531,1580000,,VR-3891-XJ,https://www.domain.com.au/property-profile/559-nepean-highway-bonbeach-vic-3196,545,https://bucket-api.domain.com.au/v1/bucket/image/2017656531_2_1_220311_125112-w1600-h1067,Kingston (C),Kingston (C),28,3319,West Wimmera Shire Council,57501,Western Victoria,8,174
26,York,St,Bonbeach,3196,Vic,{'latitude':,-38.0611358,'longitude':,145.1230777,Unit,2,1,2,AUSP,Hodges Mentone/Chelsea,2017653715,3918,Hodges Mentone/Chelsea,https://www.domain.com.au/real-estate-agencies/hodgesmentonechelsea-3918,https://www.domain.com.au/6-26-york-street-bonbeach-vic-3196-2017653715,640000,6,LT-4873-PS,https://www.domain.com.au/property-profile/26-york-street-bonbeach-vic-3196,2818,0,Kingston (C),Kingston (C),28,3409,Horsham Rural City Council,56801,Western Victoria,8,7
1,Central,Av,Boronia,3155,Vic,{'latitude':,-37.857026,'longitude':,145.2839954,Townhouse,3,2,1,AUSD,Ray White Ferntree Gully,2017647794,7876,Ray White Ferntree Gully,https://www.domain.com.au/real-estate-agencies/raywhiteferntreegully-7876,https://www.domain.com.au/4-1-central-avenue-boronia-vic-3155-2017647794,695000,4,NL-3495-HY,https://www.domain.com.au/property-profile/1-central-avenue-boronia-vic-3155,1014,https://bucket-api.domain.com.au/v1/bucket/image/w800-h600-6860724_1_pi_150302_051033,Knox (C),Knox (C),25,3377,Ararat Rural City Council,51401,Western Victoria,8,3774
60,Gertonia,Av,Boronia,3155,Vic,{'latitude':,-37.8651507,'longitude':,145.2612176,House,3,1,2,AUSD,Noel Jones Ringwood & Croydon,2017647188,6242,Noel Jones Ringwood & Croydon,https://www.domain.com.au/real-estate-agencies/noeljonesringwoodcroydon-6242,https://www.domain.com.au/60-gertonia-avenue-boronia-vic-3155-2017647188,1002000,,OS-5665-ZF,https://www.domain.com.au/property-profile/60-gertonia-avenue-boronia-vic-3155,2106,https://bucket-api.domain.com.au/v1/bucket/image/2017647188_1_1_220308_051033-w2000-h1333,Knox (C),Knox (C),25,3951,South Gippsland Shire Council,53802,Eastern Victoria,2,57
43,Narcissus,Av,Boronia,3155,Vic,{'latitude':,-37.8681836,'longitude':,145.2801529,Unit,3,1,2,AUSD,Ray White Ferntree Gully,2017646634,7876,Ray White Ferntree Gully,https://www.domain.com.au/real-estate-agencies/raywhiteferntreegully-7876,https://www.domain.com.au/3-43-narcissus-avenue-boronia-vic-3155-2017646634,738000,3,KR-3942-YN,https://www.domain.com.au/property-profile/43-narcissus-avenue-boronia-vic-3155,290,0,Knox (C),Knox (C),25,3631,Greater Shepparton City Council,52501,Northern Victoria,4,99
7,Greenwood,Ct,Botanic Ridge,3977,Vic,{'latitude':,-38.1369549,'longitude':,145.255753,House,5,3,4,AUSD,RW Dandenong,2017642504,8878,Ray White Dandenong,https://www.domain.com.au/real-estate-agencies/raywhitedandenong-8878,https://www.domain.com.au/7-greenwood-court-botanic-ridge-vic-3977-2017642504,1350000,,HO-3898-DK,https://www.domain.com.au/property-profile/7-greenwood-court-botanic-ridge-vic-3977,666,https://bucket-api.domain.com.au/v1/bucket/image/2017642504_1_1_220306_113731-w1920-h1280,Casey (C),Casey (C),26,3631,Strathbogie Shire Council,53101,Northern Victoria,4,4
12,Barcelona,St,Box Hill,3128,Vic,{'latitude':,-37.8243724,'longitude':,145.1319503,House,4,2,2,AUSD,Buxton Box Hill,2017651794,29444,Buxton Box Hill,https://www.domain.com.au/real-estate-agencies/buxtonboxhill-29444,https://www.domain.com.au/12-barcelona-street-box-hill-vic-3128-2017651794,1780000,,LV-0321-BQ,https://www.domain.com.au/property-profile/12-barcelona-street-box-hill-vic-3128,766,https://bucket-api.domain.com.au/v1/bucket/image/2017651794_20_1_220309_081320-w1600-h1067,Whitehorse (C),Whitehorse (C),20,3631,Strathbogie Shire Council,53103,Northern Victoria,4,33
3,Hannaslea,St,Box Hill,3128,Vic,{'latitude':,-37.8267687,'longitude':,145.1230562,House,4,2,2,AUSD,Buxton Box Hill,2017650493,29444,Buxton Box Hill,https://www.domain.com.au/real-estate-agencies/buxtonboxhill-29444,https://www.domain.com.au/3-hannaslea-street-box-hill-vic-3128-2017650493,2200000,,CD-5927-YL,https://www.domain.com.au/property-profile/3-hannaslea-street-box-hill-vic-3128,836,https://bucket-api.domain.com.au/v1/bucket/image/2017650493_1_1_220309_042727-w1600-h1067,Whitehorse (C),Whitehorse (C),20,3475,Central Goldfields Shire Council,56301,Western Victoria,8,14
52,Linda,Av,Box Hill North,3129,Vic,{'latitude':,-37.8057882,'longitude':,145.1275417,Unit,3,2,2,AUSD,HAR Box Hill TSL,2017640082,28353,Harcourts Box Hill TSL,https://www.domain.com.au/real-estate-agencies/harcourtsboxhill,https://www.domain.com.au/1-52-linda-ave-box-hill-north-vic-3129-2017640082,955000,1,GN-4327-KS,https://www.domain.com.au/property-profile/52-linda-avenue-box-hill-north-vic-3129,234,0,Whitehorse (C),Whitehorse (C),20,3475,Northern Grampians Shire Council,57402,Western Victoria,8,4
15,Marama,St,Box Hill North,3129,Vic,{'latitude':,-37.8039176,'longitude':,145.1343286,House,3,1,2,AUSD,RW Burwood,2017647054,3576,Ray White Burwood,https://www.domain.com.au/real-estate-agencies/raywhiteburwood-3576,https://www.domain.com.au/15-marama-street-box-hill-north-vic-3129-2017647054,1403000,,IS-9323-CA,https://www.domain.com.au/property-profile/15-marama-street-box-hill-north-vic-3129,654,https://bucket-api.domain.com.au/v1/bucket/image/2017647054_1_1_220308_045148-w2500-h1667,Whitehorse (C),Whitehorse (C),20,3475,Central Goldfields Shire Council,56301,Western Victoria,8,6
8,Twyford,St,Box Hill North,3129,Vic,{'latitude':,-37.8059966,'longitude':,145.1396567,House,3,1,2,AUSD,Buxton Box Hill,2017647376,29444,Buxton Box Hill,https://www.domain.com.au/real-estate-agencies/buxtonboxhill-29444,https://www.domain.com.au/8-twyford-street-box-hill-north-vic-3129-2017647376,1390000,,JE-8524-QP,https://www.domain.com.au/property-profile/8-twyford-street-box-hill-north-vic-3129,646,https://bucket-api.domain.com.au/v1/bucket/image/2017647376_4_1_220308_054010-w1600-h1067,Whitehorse (C),Whitehorse (C),20,3723,Benalla Rural City Council,57901,Northern Victoria,4,4
2,Asquith,St,Box Hill South,3128,Vic,{'latitude':,-37.8361864,'longitude':,145.1211403,Townhouse,3,2,2,AUSD,Woodards Blackburn,2017651389,3599,Woodards Blackburn,https://www.domain.com.au/real-estate-agencies/woodardsblackburn-3599,https://www.domain.com.au/2-2-asquith-street-box-hill-south-vic-3128-2017651389,1069999,2,KL-6437-RH,https://www.domain.com.au/property-profile/2-asquith-street-box-hill-south-vic-3128,678,https://bucket-api.domain.com.au/v1/bucket/image/w800-h600-2006726658_1_ofi_150220_015038,Whitehorse (C),Whitehorse (C),20,3723,Wangaratta Rural City Council,52703,Northern Victoria,4,3
13,Eden,Av,Box Hill South,3128,Vic,{'latitude':,-37.8421675,'longitude':,145.1326904,House,4,2,2,AUSA,RW Burwood,2017654260,3576,Ray White Burwood,https://www.domain.com.au/real-estate-agencies/raywhiteburwood-3576,https://www.domain.com.au/13-eden-avenue-box-hill-south-vic-3128-2017654260,1598000,,RK-7826-QR,https://www.domain.com.au/property-profile/13-eden-avenue-box-hill-south-vic-3128,604,https://bucket-api.domain.com.au/v1/bucket/image/2017654260_1_1_220310_042053-w2500-h1667,Whitehorse (C),Whitehorse (C),20,3995,Bass Coast Shire Council,53403,Eastern Victoria,2,27
1B,Gwenda,St,Box Hill South,3128,Vic,{'latitude':,-37.8346261,'longitude':,145.1124423,House,3,2,2,AUSD,Woodards Blackburn,2017646939,3599,Woodards Blackburn,https://www.domain.com.au/real-estate-agencies/woodardsblackburn-3599,https://www.domain.com.au/1b-gwenda-street-box-hill-south-vic-3128-2017646939,1382000,,FK-0974-DF,https://www.domain.com.au/property-profile/1b-gwenda-street-box-hill-south-vic-3128,289,https://bucket-api.domain.com.au/v1/bucket/image/2017646939_1_1_220308_043412-w1600-h1066,Whitehorse (C),Whitehorse (C),20,3022,Brimbank City Council,54202,Western Metropolitan,7,1367
