Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Point Cook,3030,-37.938058,144.6753231,32927,750000.0,374.0,2700000.0,75000.0,727000.0,793.0,15500000.0,72000.0,69.0,34.0,,46.0,410.0,762.0,1200.0,305.0
Point Leo,3916,-38.4161358,145.0548502,32957,,1.0,3120000.0,3120000.0,,3.0,3000000.0,2700000.0,1.0,,,,,,,
Point Lonsdale,3225,-38.2407088,144.6643482,32967,1580000.0,28.0,5375000.0,880000.0,1550000.0,69.0,6300000.0,155000.0,2.0,1.0,,94.0,,7.0,750.0,450.0
Pomborneit North,3260,-38.1491105,143.1319209,33067,,1.0,113000.0,113000.0,,,,,,,,,,,,
Pomonal,3381,-37.1716807,142.5745556,33087,,1.0,740000.0,740000.0,,1.0,725000.0,725000.0,,,,,,,,
Poowong,3988,-38.310594,145.7800733,33137,,2.0,1045000.0,810000.0,,3.0,950000.0,490000.0,,,,,,1.0,360.0,360.0
Poowong East,3988,-38.310594,145.7800733,33147,,,,,,1.0,980000.0,980000.0,,,,,,,,
Porcupine Ridge,3461,-37.286475,144.1938221,33177,,2.0,4425000.0,1550000.0,,2.0,4050000.0,1750000.0,,,,,,,,
Porepunkah,3740,-36.8264122,146.8760951,33187,,7.0,1420000.0,660000.0,978000.0,12.0,1540000.0,610000.0,,,,,,1.0,510.0,510.0
Port Campbell,3269,-38.6344019,143.1104044,33207,,1.0,1150000.0,1150000.0,,5.0,1890000.0,729000.0,,,,,,3.0,650.0,375.0
Port Fairy,3284,-38.3689713,142.2007574,33217,1295000.0,20.0,5512000.0,696000.0,1250000.0,45.0,5050000.0,470000.0,1.0,,,229.0,,6.0,520.0,370.0
Port Melbourne,3207,-37.8315264,144.9226452,33267,1880000.0,45.0,3530000.0,555000.0,1600000.0,78.0,3575000.0,450000.0,47.0,22.0,,34.0,750.0,133.0,1600.0,375.0
Port Welshpool,3965,-38.692708,146.4775937,33277,,1.0,478000.0,478000.0,,5.0,649000.0,465000.0,,,,,,,,
Portarlington,3223,-38.1610488,144.6753231,33287,910000.0,30.0,2494000.0,660000.0,922000.0,47.0,3750000.0,649000.0,2.0,1.0,,42.0,450.0,23.0,1120.0,350.0
Portland,3305,-38.290126,141.4706543,33297,423000.0,68.0,1420000.0,202000.0,425000.0,116.0,2000000.0,202000.0,,,,55.0,375.0,56.0,670.0,200.0
Portland North,3305,-38.290126,141.4706543,33307,,3.0,690000.0,510000.0,,5.0,695000.0,370000.0,,,,,,2.0,620.0,360.0
Portland West,3305,-38.290126,141.4706543,33317,,1.0,950000.0,950000.0,,4.0,1325000.0,565000.0,,,,,,,,
Portsea,3944,-38.3234069,144.7027669,33327,4558000.0,14.0,9600000.0,1690000.0,4950000.0,30.0,9975000.0,480000.0,5.0,5.0,,,,1.0,1500.0,1500.0
Powelltown,3797,-37.8447909,145.702282,33347,,3.0,950000.0,350000.0,,3.0,775000.0,380000.0,,,,,,,,
Prahran,3181,-37.8544481,144.996985,33397,1660000.0,39.0,4305000.0,381000.0,1425000.0,66.0,4250000.0,140000.0,35.0,23.0,,40.0,605.0,128.0,1850.0,170.0
Preston,3072,-37.7399362,145.0107588,33507,1246000.0,100.0,2100000.0,454000.0,1025000.0,185.0,3280000.0,120000.0,94.0,56.0,,69.0,495.0,299.0,1000.0,47.0
Princes Hill,3054,-37.7843702,144.9694441,33537,,5.0,6800000.0,1390000.0,,8.0,7000000.0,595000.0,4.0,4.0,,,778.0,16.0,1590.0,480.0
Princetown,3269,-38.6344019,143.1104044,33547,,,,,,1.0,2700000.0,2700000.0,,,,,,,,
Purnim,3278,-38.2755738,142.6065939,33607,,,,,,1.0,,,,,,,,,,
Pyalong,3521,-37.0989702,144.851121,33647,,3.0,872000.0,620000.0,,4.0,795000.0,550000.0,,,,,,,,
Pyramid Hill,3575,-36.0765288,144.1283863,33667,,4.0,375000.0,80000.0,,8.0,310000.0,80000.0,,,,,,1.0,115.0,115.0
Quambatook,3540,-35.8651458,143.5202874,33677,,1.0,155000.0,155000.0,,2.0,248000.0,155000.0,,,,,,,,
Quarry Hill,3550,-36.7665875,144.2920769,33707,545000.0,15.0,1395000.0,260000.0,530000.0,23.0,1350000.0,270000.0,,,,29.0,395.0,22.0,540.0,260.0
Queenscliff,3225,-38.2407088,144.6643482,33757,1738000.0,10.0,2650000.0,980000.0,1725000.0,23.0,3250000.0,120000.0,2.0,1.0,,,,4.0,800.0,350.0
Rainbow,3424,-35.8357024,141.9791849,33777,,7.0,241000.0,80000.0,,7.0,220000.0,87000.0,,,,,,,,
Ravenswood,3453,-36.9265571,144.2374759,33827,,2.0,1040000.0,865000.0,,2.0,1050000.0,830000.0,,,,,,,,
Raymond Island,3880,-37.9215501,147.7573,33867,,5.0,1370000.0,435000.0,915000.0,10.0,2300000.0,430000.0,,,,,,1.0,350.0,350.0
Raywood,3570,-36.469814,144.3904526,33887,,,,,,2.0,500000.0,235000.0,,,,,,,,
Red Cliffs,3496,-34.3907124,141.4309582,33917,366000.0,20.0,550000.0,130000.0,337000.0,32.0,1099000.0,140000.0,1.0,,,25.0,340.0,24.0,850.0,220.0
Red Hill,3937,-38.3687813,145.0383133,33927,,2.0,8900000.0,3220000.0,,4.0,9975000.0,2100000.0,1.0,1.0,,,,3.0,1950.0,550.0
Red Hill South,3937,-38.3687813,145.0383133,33937,,3.0,2705000.0,1400000.0,,4.0,4400000.0,1350000.0,1.0,,,,,1.0,220.0,220.0
Redan,3350,-37.5691087,143.8563224,33967,468000.0,25.0,890000.0,230000.0,425000.0,39.0,1122000.0,220000.0,1.0,1.0,,28.0,350.0,36.0,450.0,210.0
Redesdale,3444,-37.1335012,144.5656396,33997,,1.0,410000.0,410000.0,,1.0,380000.0,380000.0,,,,,,1.0,650.0,650.0
Research,3095,-37.7049998,145.1706992,34117,,9.0,1960000.0,777000.0,1150000.0,16.0,2300000.0,720000.0,4.0,4.0,,,,2.0,750.0,530.0
Reservoir,3073,-37.7118644,145.0107588,34167,846000.0,191.0,2300000.0,126000.0,755000.0,319.0,3000000.0,125000.0,174.0,98.0,,77.0,410.0,485.0,2391.0,81.0
Rhyll,3923,-38.4724137,145.2756505,34217,,8.0,1920000.0,699000.0,900000.0,20.0,4750000.0,649000.0,,,,,,1.0,360.0,360.0
Richmond,3121,-37.8203499,144.9997396,34297,1375000.0,119.0,5050000.0,330000.0,1395000.0,161.0,4489000.0,330000.0,94.0,65.0,,47.0,650.0,276.0,2600.0,265.0
Riddells Creek,3431,-37.4525468,144.6753231,34347,975000.0,21.0,1540000.0,602000.0,945000.0,36.0,1800000.0,59000.0,6.0,4.0,,16.0,,7.0,530.0,380.0
Ringwood,3134,-37.7900435,145.2424941,34397,1000000.0,68.0,2300000.0,475000.0,920000.0,134.0,4400000.0,470000.0,44.0,27.0,,52.0,450.0,106.0,950.0,300.0
Ringwood East,3135,-37.8218486,145.2535448,34437,975000.0,39.0,1503000.0,670000.0,900000.0,78.0,1360000.0,620000.0,27.0,15.0,,21.0,460.0,55.0,1200.0,330.0
Ringwood North,3134,-37.7900435,145.2424941,34477,1195000.0,45.0,2010000.0,680000.0,1100000.0,71.0,2388000.0,590000.0,22.0,15.0,,34.0,555.0,22.0,850.0,390.0
Rippleside,3215,-38.1083132,144.3357845,34497,,8.0,1685000.0,636000.0,1547000.0,19.0,3300000.0,885000.0,9.0,6.0,,,,9.0,795.0,400.0
Ripponlea,3185,-37.8862009,145.0080039,34527,,3.0,2565000.0,1650000.0,,5.0,2995000.0,290000.0,3.0,1.0,,,,8.0,950.0,545.0
Rochester,3561,-36.3317046,144.6533747,34667,428000.0,22.0,880000.0,199000.0,450000.0,42.0,1200000.0,220000.0,,,,57.0,,,,
Rochford,3442,-37.3324774,144.5437205,34687,,1.0,810000.0,810000.0,,1.0,840000.0,840000.0,,,,,,,,
Rockbank,3335,-37.7143753,144.6753231,34697,615000.0,24.0,840000.0,503000.0,532000.0,342.0,2000000.0,194000.0,5.0,1.0,,45.0,390.0,64.0,750.0,310.0
Rokeby,3821,-38.0844084,146.002705,34767,,1.0,1490000.0,1490000.0,,2.0,1395000.0,825000.0,,,,,,1.0,295.0,295.0
Romsey,3434,-37.3550485,144.7192376,34807,825000.0,26.0,1220000.0,432000.0,790000.0,56.0,2950000.0,240000.0,,,,30.0,440.0,10.0,570.0,400.0
Rosanna,3084,-37.7436031,145.0769045,34817,1216000.0,34.0,2200000.0,728000.0,1150000.0,55.0,2200000.0,650000.0,24.0,12.0,,43.0,500.0,48.0,780.0,375.0
Rosebrook,3285,-38.2498873,141.9822579,34847,,,,,,2.0,1950000.0,1900000.0,,,,,,,,
Rosebud,3939,-38.4218526,144.8951287,34867,862000.0,119.0,2350000.0,79000.0,880000.0,175.0,2625000.0,79000.0,53.0,45.0,,30.0,480.0,52.0,720.0,360.0
Rosedale,3847,-38.2317005,146.8086278,34927,,7.0,615000.0,285000.0,495000.0,26.0,1100000.0,270000.0,,,,,,5.0,599.0,330.0
Rowsley,3340,-37.7356162,144.4123303,35047,,,,,,1.0,1275000.0,1275000.0,,,,,,,,
Rowville,3178,-37.9210442,145.2424941,35057,1130000.0,97.0,2540000.0,505000.0,950000.0,141.0,2300000.0,430000.0,61.0,42.0,,38.0,515.0,83.0,840.0,350.0
Roxburgh Park,3064,-37.5424079,144.9391595,35077,630000.0,81.0,905000.0,66000.0,620000.0,139.0,1450000.0,335000.0,34.0,20.0,,50.0,400.0,109.0,600.0,300.0
Rubicon,3712,-37.3476485,145.8245558,35097,,1.0,267000.0,267000.0,,1.0,265000.0,265000.0,,,,,,,,
Runnymede,3558,-36.4802144,144.5875645,104467,,1.0,440000.0,440000.0,,,,,,,,,,,,
Rupanyup,3388,-36.6090828,142.6600232,35167,,2.0,252000.0,70000.0,,1.0,255000.0,255000.0,,,,,,,,
Rushworth,3612,-36.602205,145.005249,35177,315000.0,16.0,650000.0,180000.0,390000.0,27.0,670000.0,165000.0,,,,54.0,,1.0,210.0,210.0
Rutherglen,3685,-36.0564816,146.4495924,35197,435000.0,15.0,1100000.0,350000.0,520000.0,25.0,1100000.0,325000.0,,,,78.0,,6.0,1200.0,260.0
Ryanston,3992,-38.5123976,145.6023644,35217,,1.0,899000.0,899000.0,,2.0,1350000.0,899000.0,,,,,,,,
Rye,3941,-38.3862088,144.8181305,35247,1168000.0,100.0,3800000.0,375000.0,1190000.0,148.0,5500000.0,269000.0,36.0,29.0,,34.0,550.0,27.0,2000.0,350.0
Safety Beach,3936,-38.3352183,144.9942305,35287,1250000.0,57.0,7100000.0,420000.0,1250000.0,107.0,5800000.0,550000.0,23.0,14.0,,59.0,520.0,29.0,1100.0,158.0
Sailors Gully,3556,-36.6478425,144.1938221,35317,,3.0,750000.0,473000.0,,5.0,950000.0,420000.0,,,,,,3.0,600.0,380.0
Sale,3850,-38.096577,147.0675028,35387,465000.0,96.0,1265000.0,219000.0,495000.0,159.0,1280000.0,189000.0,4.0,4.0,,65.0,400.0,62.0,650.0,250.0
San Remo,3925,-38.5282425,145.3862638,35457,1050000.0,13.0,1545000.0,530000.0,1100000.0,33.0,1900000.0,490000.0,,,,23.0,,6.0,530.0,380.0
Sandhurst,3977,-38.1347885,145.2811778,35597,955000.0,31.0,1290000.0,810000.0,975000.0,49.0,1385000.0,780000.0,2.0,,,40.0,590.0,15.0,740.0,464.0
Sandringham,3191,-37.9533967,145.0135139,35637,1930000.0,26.0,8100000.0,360000.0,1945000.0,49.0,8000000.0,360000.0,17.0,10.0,,66.0,845.0,42.0,2500.0,290.0
Sandy Point,3959,-38.760009,146.0696009,35667,,3.0,925000.0,750000.0,763000.0,10.0,980000.0,399000.0,,,,,,,,
Sarsfield,3875,-37.6874281,147.5532762,35687,,2.0,420000.0,337000.0,,2.0,895000.0,300000.0,,,,,,,,
Sassafras,3787,-37.8645935,145.353065,35697,,6.0,2800000.0,790000.0,1190000.0,11.0,5700000.0,710000.0,,,,,,1.0,575.0,575.0
Scarsdale,3351,-37.6978029,143.0029169,35757,,4.0,880000.0,662000.0,,7.0,950000.0,665000.0,,,,,,1.0,290.0,290.0
Scoresby,3179,-37.9042587,145.220397,35767,1040000.0,21.0,1729000.0,830000.0,805000.0,33.0,1500000.0,590000.0,14.0,11.0,,23.0,450.0,15.0,550.0,370.0
Scotts Creek,3267,-38.467729,143.0781416,35807,,1.0,619000.0,619000.0,,1.0,625000.0,625000.0,,,,,,,,
Sea Lake,3533,-35.3404178,142.7884171,35827,,2.0,215000.0,195000.0,,4.0,215000.0,185000.0,,,,,,,,
Seabrook,3028,-37.8760399,144.7796581,35847,755000.0,14.0,857000.0,575000.0,723000.0,22.0,900000.0,490000.0,,,,21.0,380.0,33.0,530.0,320.0
Seaford,3198,-38.1021858,145.1431018,35867,853000.0,94.0,2302000.0,451000.0,790000.0,124.0,1970000.0,410000.0,27.0,19.0,,23.0,460.0,85.0,895.0,249.0
Seaholme,3018,-37.859343,144.8126334,35887,1271000.0,10.0,2385000.0,970000.0,1100000.0,18.0,2300000.0,775000.0,8.0,2.0,,,560.0,16.0,790.0,360.0
Seaspray,3851,-38.2064012,147.1464245,35917,,6.0,700000.0,265000.0,407000.0,12.0,775000.0,250000.0,,,,,,4.0,2000.0,330.0
Sebastian,3556,-36.6478425,144.1938221,35957,,1.0,560000.0,560000.0,,1.0,460000.0,460000.0,,,,,,,,
Sebastopol,3356,-37.5881949,143.8183092,35987,434000.0,55.0,620000.0,321000.0,420000.0,101.0,760000.0,290000.0,1.0,,,16.0,350.0,79.0,,180.0
Seddon,3011,-37.7960195,144.9006313,35997,1230000.0,20.0,2660000.0,770000.0,1150000.0,37.0,2600000.0,740000.0,14.0,9.0,,,525.0,70.0,850.0,270.0
Selby,3159,-37.9225135,145.3862638,36027,,4.0,1301000.0,970000.0,795000.0,10.0,1100000.0,570000.0,,,,,,3.0,500.0,440.0
Separation Creek,3234,-38.6077436,143.8454596,104487,,1.0,1030000.0,1030000.0,,1.0,2000000.0,2000000.0,,,,,,,,
Seville,3139,-37.8251456,145.5579927,36087,815000.0,12.0,1370000.0,460000.0,750000.0,15.0,1640000.0,650000.0,,,,11.0,,1.0,350.0,350.0
Seville East,3139,-37.8251456,145.5579927,36097,,3.0,770000.0,638000.0,,5.0,1150000.0,600000.0,,,,,,,,
Seymour,3660,-37.0435482,145.2480193,36117,413000.0,30.0,1150000.0,190000.0,461000.0,54.0,2500000.0,199000.0,1.0,,,112.0,350.0,16.0,380.0,290.0
Shays Flat,3377,-37.2971613,142.9170407,63987,,,,,,1.0,550000.0,550000.0,,,,,,,,
Shelbourne,3515,-36.8284445,144.0630048,104497,,1.0,385000.0,385000.0,,3.0,1150000.0,1100000.0,,,,,,,,
Shelford,3329,-37.9976266,143.88892,36247,,1.0,700000.0,700000.0,,1.0,690000.0,690000.0,,,,,,1.0,395.0,395.0
Shepparton,3630,-36.4615673,145.5579927,36297,389000.0,192.0,890000.0,137000.0,385000.0,247.0,1500000.0,175000.0,5.0,3.0,,38.0,360.0,241.0,,210.0
Shepparton East,3631,-36.4324574,145.4693163,36317,,1.0,806000.0,806000.0,,3.0,1410000.0,750000.0,,,,,,3.0,540.0,280.0
Shepparton North,3631,-36.4324574,145.4693163,36337,,7.0,1065000.0,500000.0,,3.0,1090000.0,825000.0,1.0,1.0,,,,6.0,500.0,390.0
Shoreham,3916,-38.4161358,145.0548502,36367,,8.0,7650000.0,1125000.0,,9.0,8000000.0,1100000.0,5.0,5.0,,,,2.0,980.0,375.0
Silvan,3795,-37.8342877,145.4305486,36387,,3.0,1460000.0,680000.0,,5.0,1575000.0,680000.0,,,,,,1.0,700.0,700.0
Silverleaves,3922,-38.4898703,145.2038278,36407,,4.0,3389000.0,1100000.0,,7.0,2800000.0,900000.0,1.0,,,,,1.0,400.0,400.0
Simpson,3266,-38.3948462,143.1534436,36427,,2.0,320000.0,147000.0,,1.0,380000.0,380000.0,,,,,,,,
Simson,3465,-37.0550295,143.6935405,36447,,1.0,754000.0,754000.0,,1.0,749000.0,749000.0,,,,,,1.0,300.0,300.0
Skenes Creek,3233,-38.7494709,143.6285244,36457,,2.0,1060000.0,850000.0,,5.0,1150000.0,195000.0,,,,,,1.0,2100.0,2100.0
Skipton,3361,-37.7488709,143.3474304,36497,,7.0,640000.0,285000.0,,9.0,650000.0,230000.0,,,,,,3.0,400.0,300.0
Skye,3977,-38.1347885,145.2811778,36517,745000.0,27.0,3100000.0,200000.0,690000.0,57.0,5000000.0,355000.0,,,,22.0,,6.0,600.0,460.0
Smiths Beach,3922,-38.4898703,145.2038278,36547,,6.0,1950000.0,865000.0,1000000.0,12.0,2500000.0,770000.0,,,,,,,,
Smiths Gully,3760,-37.6267001,145.2867055,36557,,,,,,1.0,920000.0,920000.0,,,,,,,,
Somers,3927,-38.3793743,145.165179,36657,1725000.0,22.0,5500000.0,184000.0,1690000.0,20.0,29925000.0,1000000.0,3.0,2.0,,36.0,,4.0,650.0,390.0
Somerville,3912,-38.2242212,145.2148736,36677,811000.0,46.0,2500000.0,500000.0,788000.0,57.0,2520000.0,450000.0,4.0,2.0,,21.0,490.0,13.0,550.0,390.0
Sorrento,3943,-38.3477833,144.746696,36697,3000000.0,38.0,6450000.0,1455000.0,2890000.0,56.0,6300000.0,1050000.0,11.0,7.0,,35.0,,2.0,1375.0,650.0
South Dudley,3995,-38.6238593,145.6023644,36737,,1.0,522000.0,522000.0,,3.0,620000.0,529000.0,,,,,,2.0,470.0,380.0
South Geelong,3220,-38.155681,144.3521811,36747,,1.0,1035000.0,1035000.0,,4.0,1445000.0,850000.0,3.0,1.0,,,,5.0,475.0,410.0
South Kingsville,3015,-37.8352097,144.8786231,36757,,7.0,1260000.0,760000.0,910000.0,20.0,1275000.0,460000.0,7.0,5.0,,,490.0,26.0,1375.0,290.0
South Melbourne,3205,-37.8338889,144.963937,36797,1775000.0,32.0,7330000.0,910000.0,1590000.0,72.0,6500000.0,290000.0,24.0,10.0,,53.0,620.0,107.0,2995.0,290.0
South Morang,3752,-37.6377485,145.082419,36827,735000.0,74.0,1360000.0,480000.0,650000.0,186.0,8200000.0,340000.0,57.0,35.0,,42.0,420.0,139.0,700.0,325.0
South Yarra,3141,-37.838568,144.9914761,36877,1920000.0,52.0,9150000.0,430000.0,1850000.0,107.0,7000000.0,204000.0,34.0,20.0,,76.0,695.0,171.0,2800.0,280.0
Southbank,3006,-37.8245483,144.963937,36897,,3.0,1763000.0,435000.0,560000.0,19.0,4850000.0,285000.0,1.0,1.0,,,425.0,23.0,1200.0,45.0
Spotswood,3015,-37.8352097,144.8786231,36987,1435000.0,12.0,2453000.0,940000.0,1200000.0,23.0,1950000.0,110000.0,12.0,6.0,,,550.0,31.0,980.0,320.0
Spring Gully,3550,-36.7665875,144.2920769,36997,620000.0,21.0,965000.0,425000.0,590000.0,31.0,1300000.0,80000.0,,,,41.0,,9.0,550.0,300.0
Springbank,3352,-37.7122033,143.8671868,37017,,,,,,1.0,1350000.0,1350000.0,,,,,,,,
Springfield,3434,-37.3550485,144.7192376,37037,,,,,,2.0,2300000.0,1950000.0,1.0,,,,,,,
Springmount,3364,-37.3708363,143.9541563,37087,,,,,,2.0,1950000.0,1200000.0,,,,,,,,
Springvale,3171,-37.9473307,145.1541397,37117,836000.0,43.0,1475000.0,365000.0,750000.0,137.0,2700000.0,280000.0,33.0,15.0,,98.0,410.0,165.0,700.0,165.0
Springvale South,3172,-37.9772192,145.1320653,37157,800000.0,35.0,1200000.0,512000.0,700000.0,57.0,860000.0,399000.0,28.0,17.0,,51.0,390.0,41.0,,320.0
St Andrews,3761,-37.5919774,145.2811778,37267,,2.0,1480000.0,891000.0,,3.0,1250000.0,790000.0,,,,,,,,
Stanhope,3623,-36.4617737,144.9832134,37597,,2.0,315000.0,135000.0,,3.0,675000.0,228000.0,,,,,,1.0,340.0,340.0
Stanley,3747,-36.3851254,146.6962857,37617,,1.0,925000.0,925000.0,,4.0,1350000.0,669000.0,,,,,,,,
Stawell,3380,-37.0517769,142.7777088,37647,349000.0,45.0,735000.0,185000.0,379000.0,70.0,730000.0,175000.0,3.0,1.0,,23.0,330.0,22.0,470.0,220.0
Steels Creek,3775,-37.6158673,145.3807298,37657,,,,,,2.0,3250000.0,1300000.0,,,,,,,,
Steiglitz,3331,-37.9939081,144.1938221,37667,,,,,,1.0,1100000.0,1100000.0,,,,,,,,
Stradbroke,3851,-38.2064012,147.1464245,37847,,1.0,460000.0,460000.0,,,,,,,,,,1.0,550.0,550.0
Strath Creek,3658,-37.2372916,145.093449,37897,,,,,,2.0,970000.0,925000.0,1.0,,,,,,,
Strathdale,3550,-36.7665875,144.2920769,37927,758000.0,34.0,1325000.0,530000.0,695000.0,51.0,1595000.0,500000.0,,,,29.0,440.0,31.0,600.0,290.0
Strathfieldsaye,3551,-36.8021738,144.4779988,37987,723000.0,38.0,1480000.0,565000.0,693000.0,68.0,2600000.0,299000.0,,,,23.0,470.0,22.0,700.0,400.0
Strathmerton,3641,-35.9078595,145.4471613,38027,,6.0,730000.0,124000.0,,5.0,750000.0,220000.0,,,,,,2.0,350.0,280.0
Strathmore,3041,-37.7306079,144.9006313,38037,1785000.0,37.0,2900000.0,850000.0,1365000.0,65.0,3460000.0,790000.0,30.0,18.0,,54.0,595.0,47.0,1200.0,360.0
Strathmore Heights,3041,-37.7306079,144.9006313,38047,,5.0,1090000.0,713000.0,,9.0,1150000.0,620000.0,5.0,3.0,,,,4.0,530.0,380.0
Streatham,3351,-37.6978029,143.0029169,38057,,2.0,315000.0,228000.0,,3.0,515000.0,215000.0,,,,,,,,
Stuart Mill,3477,-36.7208653,143.1749726,64047,,1.0,300000.0,300000.0,,,,,,,,,,,,
Sugarloaf Creek,3658,-37.2372916,145.093449,48717,,,,,,1.0,,,1.0,,,,,,,
Sunbury,3429,-37.5424727,144.7192376,38197,680000.0,194.0,3000000.0,390000.0,606000.0,582.0,26250000.0,221000.0,19.0,12.0,,24.0,400.0,192.0,780.0,245.0
Sunday Creek,3658,-37.2372916,145.093449,38207,,1.0,650000.0,650000.0,,1.0,650000.0,650000.0,,,,,,,,
Sunderland Bay,3922,-38.4898703,145.2038278,38217,,2.0,829000.0,650000.0,,4.0,1195000.0,689000.0,,,,,,,,
Sunset Strip,3922,-38.4898703,145.2038278,38247,,1.0,610000.0,610000.0,,6.0,1250000.0,530000.0,,,,,,2.0,460.0,450.0
Sunshine,3020,-37.7791149,144.823628,38277,876000.0,44.0,1755000.0,405000.0,780000.0,87.0,1300000.0,93000.0,40.0,24.0,,38.0,383.0,100.0,550.0,270.0
Sunshine North,3020,-37.7791149,144.823628,38287,700000.0,43.0,1639000.0,460000.0,699000.0,109.0,1380000.0,355000.0,27.0,17.0,,49.0,370.0,68.0,590.0,200.0
Sunshine West,3020,-37.7791149,144.823628,38297,760000.0,69.0,1720000.0,430000.0,690000.0,105.0,1220000.0,450000.0,50.0,28.0,,64.0,380.0,122.0,610.0,250.0
Surf Beach,3922,-38.4898703,145.2038278,38327,,6.0,1250000.0,720000.0,935000.0,14.0,2500000.0,699000.0,,,,,,3.0,440.0,405.0
Surrey Hills,3127,-37.8259003,145.0989646,38357,2370000.0,32.0,4750000.0,1405000.0,1965000.0,62.0,4000000.0,540000.0,29.0,20.0,,53.0,710.0,60.0,1800.0,390.0
Sutherlands Creek,3331,-37.9939081,144.1938221,38397,,,,,,1.0,3990000.0,3990000.0,,,,,,,,
Swan Hill,3585,-35.4094202,143.5202874,38427,388000.0,58.0,1350000.0,210000.0,393000.0,81.0,1600000.0,175000.0,3.0,3.0,,22.0,320.0,31.0,450.0,165.0
Swan Reach,3903,-37.8097254,147.8594587,38477,,3.0,777000.0,599000.0,,9.0,1910000.0,599000.0,,,,,,1.0,300.0,300.0
Swanpool,3673,-36.675664,146.1588712,38497,,,,,,1.0,300000.0,300000.0,,,,,,,,
Sydenham,3037,-37.6940036,144.7521888,38547,663000.0,30.0,1000000.0,420000.0,550000.0,76.0,3500000.0,330000.0,19.0,13.0,,26.0,390.0,67.0,600.0,320.0
Tabilk,3607,-36.8378153,145.1706992,38617,,,,,,1.0,360000.0,360000.0,,,,,,,,
Talbot,3371,-37.2153546,143.6718623,38687,,2.0,336000.0,300000.0,,3.0,1096000.0,320000.0,,,,,,1.0,350.0,350.0
Tallangatta,3700,-36.2031354,147.168985,38717,,7.0,585000.0,240000.0,,9.0,720000.0,350000.0,3.0,2.0,,,,4.0,600.0,330.0
Tallarook,3659,-37.1126329,145.1155133,38767,,1.0,1260000.0,1260000.0,,2.0,870000.0,710000.0,,,,,,,,
Tallygaroopna,3634,-36.2266803,145.4250118,38787,,1.0,325000.0,325000.0,612000.0,14.0,880000.0,496000.0,,,,,,2.0,525.0,250.0
Tangambalanga,3691,-36.2373927,146.9661233,38897,,2.0,600000.0,590000.0,,4.0,584000.0,500000.0,,,,,,,,
Tanjil South,3825,-38.0474021,146.2929381,38947,,1.0,575000.0,575000.0,,4.0,1900000.0,500000.0,,,,,,,,
Taradale,3447,-37.1465105,144.3576473,39007,,4.0,1100000.0,721000.0,,4.0,935000.0,590000.0,1.0,1.0,,,,,,
Tarnagulla,3551,-36.8021738,144.4779988,39067,,1.0,335000.0,335000.0,,1.0,310000.0,310000.0,,,,,,,,
Tarneit,3029,-37.8282806,144.7082568,39087,625000.0,349.0,1386000.0,375000.0,590000.0,1575.0,1300000.0,,40.0,24.0,,59.0,385.0,632.0,590.0,230.0
Tarwin Lower,3956,-38.675332,145.8690603,39297,,1.0,755000.0,755000.0,,4.0,2300000.0,399000.0,,,,,,,,
Tatura,3616,-36.4591947,145.2038278,39327,438000.0,18.0,900000.0,252000.0,443000.0,60.0,730000.0,245000.0,,,,,400.0,17.0,550.0,300.0
Tawonga,3697,-36.6673311,147.168985,39377,,2.0,960000.0,705000.0,,5.0,960000.0,550000.0,,,,,,,,
Tawonga South,3698,-36.762851,147.1351462,39407,,6.0,1375000.0,450000.0,680000.0,15.0,1990000.0,450000.0,,,,,,2.0,550.0,330.0
Taylor Bay,3713,-37.3038068,145.9804173,39427,,5.0,1200000.0,595000.0,,6.0,2500000.0,595000.0,,,,,,,,
Taylors Hill,3037,-37.6940036,144.7521888,39447,890000.0,36.0,1250000.0,500000.0,785000.0,49.0,1100000.0,490000.0,27.0,16.0,,31.0,450.0,40.0,630.0,355.0
Taylors Lakes,3038,-37.7024727,144.7906484,39487,920000.0,35.0,1371000.0,475000.0,800000.0,52.0,1400000.0,470000.0,33.0,20.0,,26.0,420.0,43.0,560.0,325.0
Tecoma,3160,-37.932935,145.3475331,39517,950000.0,12.0,1373000.0,638000.0,850000.0,19.0,1190000.0,135000.0,,,,16.0,,2.0,470.0,365.0
Teesdale,3328,-38.022066,144.0630048,39547,,6.0,1250000.0,660000.0,832000.0,10.0,1150000.0,649000.0,1.0,,,,,,,
Templestowe,3106,-37.7537669,145.1486206,39607,1700000.0,56.0,6850000.0,920000.0,1490000.0,116.0,7350000.0,795000.0,40.0,21.0,,52.0,655.0,32.0,1500.0,127.0
Templestowe Lower,3107,-37.7641408,145.1099967,39637,1368000.0,58.0,1913000.0,775000.0,1288000.0,109.0,2890000.0,660000.0,49.0,32.0,,45.0,550.0,76.0,1000.0,360.0
Tenby Point,3984,-38.3114378,145.5579927,39657,,4.0,620000.0,410000.0,,6.0,670000.0,410000.0,,,,,,,,
Terang,3264,-38.2273268,142.8955875,39687,316000.0,10.0,963000.0,230000.0,345000.0,21.0,920000.0,285000.0,2.0,1.0,,,,9.0,470.0,270.0
